dataset_version,relative_path,file_group,file_format,field_name,field_scope,description,inferred_type,logical_type,unit,nullable,null_count,null_rate,missing_values_observed,example_values,allowed_values_observed,key_role,join_target,semantic_status,source_or_derivation,public_release_status
v1.0.0,core_topology/at_circuit_classification.csv,core_topology,csv,circuit_id,csv_column,Stable reconstructed circuit/group identifier from the fail-closed merge step.,string,identifier,not_applicable,False,0,0.0,[],"[""UF_0p5_voltage-status-aware_00001"", ""UF_0p5_voltage-status-aware_00002"", ""UF_0p5_voltage-status-aware_00003""]",,primary_key,core_topology/at_circuit_classification.csv:circuit_id,core_candidate_topology,Derived from public E-REDES source records by the frozen PT60 fail-closed reconstruction pipeline.,public
v1.0.0,core_topology/at_circuit_classification.csv,core_topology,csv,classification,csv_column,Fail-closed disposition class for a reconstructed circuit or branch.,string,string,not_applicable,False,0,0.0,[],"[""single-facility"", ""ambiguous"", ""inter-facility""]","[""ambiguous"", ""inter-facility"", ""isolated"", ""loop"", ""self-loop"", ""single-facility"", ""tap / multi-terminal""]",none,,core_candidate_topology,Derived from public E-REDES source records by the frozen PT60 fail-closed reconstruction pipeline.,public
v1.0.0,core_topology/at_circuit_classification.csv,core_topology,csv,terminal_count,csv_column,Release field `terminal_count` from `core_topology/at_circuit_classification.csv`.,integer,integer,count,False,0,0.0,[],"[""2"", ""3"", ""6""]","[""0"", ""1"", ""2"", ""3"", ""4"", ""6""]",none,,core_candidate_topology,Derived from public E-REDES source records by the frozen PT60 fail-closed reconstruction pipeline.,public
v1.0.0,core_topology/at_circuit_classification.csv,core_topology,csv,terminal_endpoint_cluster_ids,csv_column,Release field `terminal_endpoint_cluster_ids` from `core_topology/at_circuit_classification.csv`.,string,string,not_applicable,True,5,0.003726,"[""""]","[""CL_0.5_02848,CL_0.5_03945"", ""CL_0.5_02538,CL_0.5_05747"", ""CL_0.5_00006,CL_0.5_03752""]",,none,,core_candidate_topology,Derived from public E-REDES source records by the frozen PT60 fail-closed reconstruction pipeline.,public
v1.0.0,core_topology/at_circuit_classification.csv,core_topology,csv,terminal_details_json,csv_column,Release field `terminal_details_json` from `core_topology/at_circuit_classification.csv`.,string,json_encoded_string,not_applicable,False,0,0.0,[],"[""[{\""endpoint_cluster_id\"": \""CL_0.5_02848\"", \""x\"": 8603.595, \""y\"": 218389.986, \""facility_uid\"": \""\"", \""facility_code\"": \""\"", \""fa..."", ""[{\""endpoint_cluster_id\"": \""CL_0.5_02538\"", \""x\"": 12651.868, \""y\"": -11437.992, \""facility_uid\"": \""SE_AT:1420S5664400\"", \""faci..."", ""[{\""endpoint_cluster_id\"": \""CL_0.5_00006\"", \""x\"": -6311.687, \""y\"": 102252.05, \""facility_uid\"": \""SE_AT:0114S5001700\"", \""facil...""]",,none,,core_candidate_topology,Derived from public E-REDES source records by the frozen PT60 fail-closed reconstruction pipeline.,public
v1.0.0,core_topology/at_circuit_classification.csv,core_topology,csv,terminal_facility_uids,csv_column,Identifier field `terminal_facility_uids` in `core_topology/at_circuit_classification.csv`.,string,identifier,not_applicable,True,236,0.175857,"[""""]","[""SE_AT:0303S5020700"", ""SE_AT:1420S5664400,SE_AT:1401S5636700"", ""SE_AT:0114S5001700,SE_AT:0608S5006500""]",,facility_identifier,core_topology/at_endpoint_facility_membership_summary.csv:facility_uid where available,core_candidate_topology,Derived from public E-REDES source records by the frozen PT60 fail-closed reconstruction pipeline.,public
v1.0.0,core_topology/at_circuit_classification.csv,core_topology,csv,ambiguous_facility_match,csv_column,Release field `ambiguous_facility_match` from `core_topology/at_circuit_classification.csv`.,boolean,boolean,not_applicable,False,0,0.0,[],"[""False"", ""True""]","[""False"", ""True""]",none,,core_candidate_topology,Derived from public E-REDES source records by the frozen PT60 fail-closed reconstruction pipeline.,public
v1.0.0,core_topology/at_circuit_classification.csv,core_topology,csv,mixed_voltage,csv_column,Release field `mixed_voltage` from `core_topology/at_circuit_classification.csv`.,boolean,voltage,kV or V as encoded by field; see field description,False,0,0.0,[],"[""False""]","[""False""]",none,,core_candidate_topology,Derived from public E-REDES source records by the frozen PT60 fail-closed reconstruction pipeline.,public
v1.0.0,core_topology/at_circuit_classification.csv,core_topology,csv,mixed_status,csv_column,Release field `mixed_status` from `core_topology/at_circuit_classification.csv`.,boolean,boolean,not_applicable,False,0,0.0,[],"[""False""]","[""False""]",none,,core_candidate_topology,Derived from public E-REDES source records by the frozen PT60 fail-closed reconstruction pipeline.,public
v1.0.0,core_topology/at_circuit_classification.csv,core_topology,csv,voltage,csv_column,Voltage class encoded in the public source or derived candidate record.,string,voltage,kV or V as encoded by field; see field description,False,0,0.0,[],"[""60kv"", ""130kv""]","[""130kv"", ""60kv""]",none,,core_candidate_topology,Derived from public E-REDES source records by the frozen PT60 fail-closed reconstruction pipeline.,public
v1.0.0,core_topology/at_circuit_classification.csv,core_topology,csv,status,csv_column,Operational/status text encoded in the public source record.,string,string,not_applicable,False,0,0.0,[],"[""em exploração"", ""desligado/reserva""]","[""desligado/reserva"", ""em exploração""]",none,,core_candidate_topology,Derived from public E-REDES source records by the frozen PT60 fail-closed reconstruction pipeline.,public
v1.0.0,core_topology/at_circuit_classification.csv,core_topology,csv,voltage_values,csv_column,Release field `voltage_values` from `core_topology/at_circuit_classification.csv`.,string,voltage,kV or V as encoded by field; see field description,False,0,0.0,[],"[""60kv"", ""130kv""]","[""130kv"", ""60kv""]",none,,core_candidate_topology,Derived from public E-REDES source records by the frozen PT60 fail-closed reconstruction pipeline.,public
v1.0.0,core_topology/at_circuit_classification.csv,core_topology,csv,status_values,csv_column,Release field `status_values` from `core_topology/at_circuit_classification.csv`.,string,string,not_applicable,False,0,0.0,[],"[""em exploração"", ""desligado/reserva""]","[""desligado/reserva"", ""em exploração""]",none,,core_candidate_topology,Derived from public E-REDES source records by the frozen PT60 fail-closed reconstruction pipeline.,public
v1.0.0,core_topology/at_circuit_classification.csv,core_topology,csv,segment_count,csv_column,Release field `segment_count` from `core_topology/at_circuit_classification.csv`.,integer,integer,count,False,0,0.0,[],"[""4"", ""8"", ""3""]","[""1"", ""10"", ""11"", ""12"", ""13"", ""14"", ""15"", ""16"", ""17"", ""18"", ""19"", ""2"", ""20"", ""21"", ""22"", ""23"", ""24"", ""25"", ""3"", ""4"", ""5"", ""6"", ""7"", ""8"", ""9""]",none,,core_candidate_topology,Derived from public E-REDES source records by the frozen PT60 fail-closed reconstruction pipeline.,public
v1.0.0,core_topology/at_circuit_classification.csv,core_topology,csv,total_length_m,csv_column,Candidate circuit or branch length in metres.,number,distance_m,m,False,0,0.0,[],"[""4327.554611119039"", ""18798.118537480135"", ""14821.028800486576""]",,none,,core_candidate_topology,Derived from public E-REDES source records by the frozen PT60 fail-closed reconstruction pipeline.,public
v1.0.0,core_topology/at_circuit_classification.csv,core_topology,csv,total_length_km,csv_column,Candidate circuit or branch length in kilometres.,number,distance_km,km,False,0,0.0,[],"[""4.327555"", ""18.798119"", ""14.821029""]",,none,,core_candidate_topology,Derived from public E-REDES source records by the frozen PT60 fail-closed reconstruction pipeline.,public
v1.0.0,core_topology/at_circuit_classification.csv,core_topology,csv,source_line_ids,csv_column,Comma-separated public source line identifiers contributing to this record.,string,string,not_applicable,False,0,0.0,[],"[""608754081,608754031,608754005,608754013"", ""612487197,263477530,263477636,637613597,637613597,637613597,637613651,263494336"", ""401408778,401408778,401408778""]",,source_lineage_key_list,E-REDES source line identifiers,core_candidate_topology,Derived from public E-REDES source records by the frozen PT60 fail-closed reconstruction pipeline.,public
v1.0.0,core_topology/at_circuit_classification.csv,core_topology,csv,line_ids,csv_column,Release field `line_ids` from `core_topology/at_circuit_classification.csv`.,string,string,not_applicable,False,0,0.0,[],"[""ATSEG_00000_608754081,ATSEG_01629_608754031,ATSEG_02440_608754005,ATSEG_02441_608754013"", ""ATSEG_00001_612487197,ATSEG_01440_263477530,ATSEG_01441_263477636,ATSEG_04077_637613597,ATSEG_04078_637613597,ATSEG_0..."", ""ATSEG_00002_401408778,ATSEG_02281_401408778,ATSEG_02282_401408778""]",,source_lineage_key_list,E-REDES source line identifiers,core_candidate_topology,Derived from public E-REDES source records by the frozen PT60 fail-closed reconstruction pipeline.,public
v1.0.0,core_topology/at_circuit_classification.csv,core_topology,csv,geometry_type,csv_column,"Geometry field encoded as GeoJSON text; coordinates use longitude, latitude order unless explicitly documented otherwise.",string,geojson_geometry,WGS84 longitude/latitude coordinates unless otherwise stated,False,0,0.0,[],"[""MultiLineString"", ""LineString""]","[""LineString"", ""MultiLineString""]",none,,core_candidate_topology,Derived from public E-REDES source records by the frozen PT60 fail-closed reconstruction pipeline.,public
v1.0.0,core_topology/at_circuit_classification.csv,core_topology,csv,r,csv_column,Release field `r` from `core_topology/at_circuit_classification.csv`.,string,string,not_applicable,True,1342,1.0,"[""MISSING_NOT_ESTIMATED""]",[],,none,,not_estimated_in_core_release,Derived from public E-REDES source records by the frozen PT60 fail-closed reconstruction pipeline.,public
v1.0.0,core_topology/at_circuit_classification.csv,core_topology,csv,x,csv_column,Release field `x` from `core_topology/at_circuit_classification.csv`.,string,string,not_applicable,True,1342,1.0,"[""MISSING_NOT_ESTIMATED""]",[],,none,,not_estimated_in_core_release,Derived from public E-REDES source records by the frozen PT60 fail-closed reconstruction pipeline.,public
v1.0.0,core_topology/at_circuit_classification.csv,core_topology,csv,b,csv_column,Release field `b` from `core_topology/at_circuit_classification.csv`.,string,string,not_applicable,True,1342,1.0,"[""MISSING_NOT_ESTIMATED""]",[],,none,,not_estimated_in_core_release,Derived from public E-REDES source records by the frozen PT60 fail-closed reconstruction pipeline.,public
v1.0.0,core_topology/at_circuit_classification.csv,core_topology,csv,thermal_limit,csv_column,Release field `thermal_limit` from `core_topology/at_circuit_classification.csv`.,string,string,not_estimated_or_source_encoded,True,1342,1.0,"[""MISSING_NOT_ESTIMATED""]",[],,none,,not_estimated_in_core_release,Derived from public E-REDES source records by the frozen PT60 fail-closed reconstruction pipeline.,public
v1.0.0,core_topology/at_circuit_classification.csv,core_topology,csv,transformer_impedance,csv_column,Release field `transformer_impedance` from `core_topology/at_circuit_classification.csv`.,string,string,not_applicable,True,1342,1.0,"[""MISSING_NOT_ESTIMATED""]",[],,none,,not_estimated_in_core_release,Derived from public E-REDES source records by the frozen PT60 fail-closed reconstruction pipeline.,public
v1.0.0,core_topology/at_circuit_classification.csv,core_topology,csv,tap_settings,csv_column,Release field `tap_settings` from `core_topology/at_circuit_classification.csv`.,string,string,not_applicable,True,1342,1.0,"[""MISSING_NOT_ESTIMATED""]",[],,none,,not_estimated_in_core_release,Derived from public E-REDES source records by the frozen PT60 fail-closed reconstruction pipeline.,public
v1.0.0,core_topology/at_endpoint_facility_membership_summary.csv,core_topology,csv,facility_node_set,csv_column,Selected facility-node universe used during reconstruction.,string,string,not_applicable,False,0,0.0,[],"[""A"", ""B"", ""C""]","[""A"", ""B"", ""C""]",none,,core_candidate_topology,Derived from public E-REDES source records by the frozen PT60 fail-closed reconstruction pipeline.,public
v1.0.0,core_topology/at_endpoint_facility_membership_summary.csv,core_topology,csv,facility_buffer_m,csv_column,Facility matching buffer radius used during reconstruction.,integer,distance_m,m,False,0,0.0,[],"[""50"", ""100"", ""250""]","[""100"", ""250"", ""50"", ""500""]",none,,core_candidate_topology,Derived from public E-REDES source records by the frozen PT60 fail-closed reconstruction pipeline.,public
v1.0.0,core_topology/at_endpoint_facility_membership_summary.csv,core_topology,csv,endpoints_inside_facility,csv_column,Release field `endpoints_inside_facility` from `core_topology/at_endpoint_facility_membership_summary.csv`.,integer,integer,not_applicable,False,0,0.0,[],"[""1665"", ""2104"", ""2496""]","[""1665"", ""2104"", ""2316"", ""2321"", ""2496"", ""2882"", ""2886"", ""3155"", ""3415"", ""3431"", ""4272"", ""4323""]",none,,core_candidate_topology,Derived from public E-REDES source records by the frozen PT60 fail-closed reconstruction pipeline.,public
v1.0.0,core_topology/at_endpoint_facility_membership_summary.csv,core_topology,csv,endpoint_facility_match_rate_pct,csv_column,"Unitless score, ratio, coverage, percentage, or audit metric `endpoint_facility_match_rate_pct`; interpret according to the file-level method documentation.",number,ratio_or_score,unitless,False,0,0.0,[],"[""15.6074"", ""19.7225"", ""23.3971""]","[""15.6074"", ""19.7225"", ""21.7098"", ""21.7567"", ""23.3971"", ""27.0154"", ""27.0529"", ""29.5744"", ""32.0116"", ""32.1616"", ""40.045"", ""40.5231""]",none,,core_candidate_topology,Derived from public E-REDES source records by the frozen PT60 fail-closed reconstruction pipeline.,public
v1.0.0,core_topology/at_endpoint_facility_membership_summary.csv,core_topology,csv,ambiguous_endpoint_matches,csv_column,Release field `ambiguous_endpoint_matches` from `core_topology/at_endpoint_facility_membership_summary.csv`.,integer,integer,not_applicable,False,0,0.0,[],"[""18"", ""35"", ""73""]","[""112"", ""118"", ""127"", ""159"", ""18"", ""200"", ""244"", ""318"", ""35"", ""409"", ""73"", ""92""]",none,,core_candidate_topology,Derived from public E-REDES source records by the frozen PT60 fail-closed reconstruction pipeline.,public
v1.0.0,core_topology/at_endpoint_facility_membership_summary.csv,core_topology,csv,endpoints_not_in_any_facility,csv_column,Release field `endpoints_not_in_any_facility` from `core_topology/at_endpoint_facility_membership_summary.csv`.,integer,integer,not_applicable,False,0,0.0,[],"[""9003"", ""8564"", ""8172""]","[""6345"", ""6396"", ""7237"", ""7253"", ""7513"", ""7782"", ""7786"", ""8172"", ""8347"", ""8352"", ""8564"", ""9003""]",none,,core_candidate_topology,Derived from public E-REDES source records by the frozen PT60 fail-closed reconstruction pipeline.,public
v1.0.0,core_topology/at_endpoint_facility_membership_summary.csv,core_topology,csv,lines_both_endpoints_in_facilities,csv_column,Release field `lines_both_endpoints_in_facilities` from `core_topology/at_endpoint_facility_membership_summary.csv`.,integer,integer,not_applicable,False,0,0.0,[],"[""293"", ""462"", ""657""]","[""1002"", ""1463"", ""1489"", ""293"", ""462"", ""491"", ""492"", ""657"", ""714"", ""715"", ""988"", ""994""]",none,,core_candidate_topology,Derived from public E-REDES source records by the frozen PT60 fail-closed reconstruction pipeline.,public
v1.0.0,core_topology/at_endpoint_facility_membership_summary.csv,core_topology,csv,lines_one_endpoint_in_facility,csv_column,Release field `lines_one_endpoint_in_facility` from `core_topology/at_endpoint_facility_membership_summary.csv`.,integer,integer,not_applicable,False,0,0.0,[],"[""1079"", ""1180"", ""1182""]","[""1079"", ""1179"", ""1180"", ""1182"", ""1334"", ""1337"", ""1345"", ""1346"", ""1427"", ""1454"", ""1456""]",none,,core_candidate_topology,Derived from public E-REDES source records by the frozen PT60 fail-closed reconstruction pipeline.,public
v1.0.0,core_topology/at_endpoint_facility_membership_summary.csv,core_topology,csv,lines_no_endpoints_in_facility,csv_column,Release field `lines_no_endpoints_in_facility` from `core_topology/at_endpoint_facility_membership_summary.csv`.,integer,integer,not_applicable,False,0,0.0,[],"[""3962"", ""3692"", ""3495""]","[""2500"", ""2525"", ""2905"", ""2913"", ""3163"", ""3166"", ""3167"", ""3495"", ""3505"", ""3509"", ""3692"", ""3962""]",none,,core_candidate_topology,Derived from public E-REDES source records by the frozen PT60 fail-closed reconstruction pipeline.,public
v1.0.0,core_topology/at_endpoint_facility_membership_summary.csv,core_topology,csv,lines_both_endpoints_same_facility,csv_column,Release field `lines_both_endpoints_same_facility` from `core_topology/at_endpoint_facility_membership_summary.csv`.,integer,integer,not_applicable,False,0,0.0,[],"[""273"", ""432"", ""616""]","[""1303"", ""1309"", ""273"", ""432"", ""448"", ""449"", ""616"", ""653"", ""901"", ""902"", ""927""]",none,,core_candidate_topology,Derived from public E-REDES source records by the frozen PT60 fail-closed reconstruction pipeline.,public
v1.0.0,core_topology/at_endpoint_index.csv,core_topology,csv,endpoint_id,csv_column,Identifier field `endpoint_id` in `core_topology/at_endpoint_index.csv`.,string,identifier,not_applicable,False,0,0.0,[],"[""ATSEG_00000_608754081:start"", ""ATSEG_00000_608754081:end"", ""ATSEG_00001_612487197:start""]",,none,,core_candidate_topology,Derived from public E-REDES source records by the frozen PT60 fail-closed reconstruction pipeline.,public
v1.0.0,core_topology/at_endpoint_index.csv,core_topology,csv,line_id,csv_column,Identifier field `line_id` in `core_topology/at_endpoint_index.csv`.,string,identifier,not_applicable,False,0,0.0,[],"[""ATSEG_00000_608754081"", ""ATSEG_00001_612487197"", ""ATSEG_00002_401408778""]",,none,,core_candidate_topology,Derived from public E-REDES source records by the frozen PT60 fail-closed reconstruction pipeline.,public
v1.0.0,core_topology/at_endpoint_index.csv,core_topology,csv,source_line_id,csv_column,Identifier field `source_line_id` in `core_topology/at_endpoint_index.csv`.,integer,identifier,not_applicable,False,0,0.0,[],"[""608754081"", ""612487197"", ""401408778""]",,none,,core_candidate_topology,Derived from public E-REDES source records by the frozen PT60 fail-closed reconstruction pipeline.,public
v1.0.0,core_topology/at_endpoint_index.csv,core_topology,csv,endpoint_role,csv_column,Release field `endpoint_role` from `core_topology/at_endpoint_index.csv`.,string,string,not_applicable,False,0,0.0,[],"[""start"", ""end""]","[""end"", ""start""]",none,,core_candidate_topology,Derived from public E-REDES source records by the frozen PT60 fail-closed reconstruction pipeline.,public
v1.0.0,core_topology/at_endpoint_index.csv,core_topology,csv,lon,csv_column,Release field `lon` from `core_topology/at_endpoint_index.csv`.,number,longitude_degrees,decimal_degrees,False,0,0.0,[],"[""-8.432380251241637"", ""-8.43170039391973"", ""-8.34223906083395""]",,none,,core_candidate_topology,Derived from public E-REDES source records by the frozen PT60 fail-closed reconstruction pipeline.,public
v1.0.0,core_topology/at_endpoint_index.csv,core_topology,csv,lat,csv_column,Release field `lat` from `core_topology/at_endpoint_index.csv`.,number,latitude_degrees,decimal_degrees,False,0,0.0,[],"[""41.496780619328796"", ""41.49668004084356"", ""39.48870778270226""]",,none,,core_candidate_topology,Derived from public E-REDES source records by the frozen PT60 fail-closed reconstruction pipeline.,public
v1.0.0,core_topology/at_endpoint_index.csv,core_topology,csv,x,csv_column,Release field `x` from `core_topology/at_endpoint_index.csv`.,number,number,not_applicable,False,0,0.0,[],"[""8590.890216837066"", ""8649.165487503844"", ""16317.514759902082""]",,none,,not_estimated_in_core_release,Derived from public E-REDES source records by the frozen PT60 fail-closed reconstruction pipeline.,public
v1.0.0,core_topology/at_endpoint_index.csv,core_topology,csv,y,csv_column,Release field `y` from `core_topology/at_endpoint_index.csv`.,number,number,not_applicable,False,0,0.0,[],"[""214476.14850136996"", ""214464.9646686341"", ""-8811.671682096088""]",,none,,core_candidate_topology,Derived from public E-REDES source records by the frozen PT60 fail-closed reconstruction pipeline.,public
v1.0.0,core_topology/at_endpoint_index.csv,core_topology,csv,voltage,csv_column,Voltage class encoded in the public source or derived candidate record.,string,voltage,kV or V as encoded by field; see field description,False,0,0.0,[],"[""60 kV"", ""130 kV""]","[""130 kV"", ""60 kV""]",none,,core_candidate_topology,Derived from public E-REDES source records by the frozen PT60 fail-closed reconstruction pipeline.,public
v1.0.0,core_topology/at_endpoint_index.csv,core_topology,csv,type,csv_column,Release field `type` from `core_topology/at_endpoint_index.csv`.,string,string,not_applicable,False,0,0.0,[],"[""Subterrâneo"", ""Aéreo"", ""Subterrâneo em galeria""]","[""Aéreo"", ""Subterrâneo"", ""Subterrâneo em galeria"", ""Subterrâneo entubado""]",none,,core_candidate_topology,Derived from public E-REDES source records by the frozen PT60 fail-closed reconstruction pipeline.,public
v1.0.0,core_topology/at_endpoint_index.csv,core_topology,csv,status,csv_column,Operational/status text encoded in the public source record.,string,string,not_applicable,False,0,0.0,[],"[""Em exploração"", ""Desligado/Reserva""]","[""Desligado/Reserva"", ""Em exploração""]",none,,core_candidate_topology,Derived from public E-REDES source records by the frozen PT60 fail-closed reconstruction pipeline.,public
v1.0.0,core_topology/at_endpoint_index.csv,core_topology,csv,endpoint_snap_threshold_m,csv_column,Endpoint clustering/snap threshold used during reconstruction.,number,distance_m,m,False,0,0.0,[],"[""0.5"", ""1.0"", ""5.0""]","[""0.5"", ""1.0"", ""10.0"", ""25.0"", ""5.0"", ""50.0""]",none,,core_candidate_topology,Derived from public E-REDES source records by the frozen PT60 fail-closed reconstruction pipeline.,public
v1.0.0,core_topology/at_endpoint_index.csv,core_topology,csv,endpoint_cluster_id,csv_column,Identifier field `endpoint_cluster_id` in `core_topology/at_endpoint_index.csv`.,string,identifier,not_applicable,False,0,0.0,[],"[""CL_0.5_00002"", ""CL_0.5_00001"", ""CL_0.5_00004""]",,none,,core_candidate_topology,Derived from public E-REDES source records by the frozen PT60 fail-closed reconstruction pipeline.,public
v1.0.0,core_topology/at_endpoint_index_summary.csv,core_topology,csv,endpoint_snap_threshold_m,csv_column,Endpoint clustering/snap threshold used during reconstruction.,number,distance_m,m,False,0,0.0,[],"[""0.5"", ""1.0"", ""5.0""]","[""0.5"", ""1.0"", ""10.0"", ""25.0"", ""5.0"", ""50.0""]",none,,core_candidate_topology,Derived from public E-REDES source records by the frozen PT60 fail-closed reconstruction pipeline.,public
v1.0.0,core_topology/at_endpoint_index_summary.csv,core_topology,csv,total_endpoint_clusters,csv_column,Release field `total_endpoint_clusters` from `core_topology/at_endpoint_index_summary.csv`.,integer,integer,not_applicable,False,0,0.0,[],"[""6631"", ""6417"", ""5537""]","[""3477"", ""3872"", ""4777"", ""5537"", ""6417"", ""6631""]",none,,core_candidate_topology,Derived from public E-REDES source records by the frozen PT60 fail-closed reconstruction pipeline.,public
v1.0.0,core_topology/at_endpoint_index_summary.csv,core_topology,csv,singleton_clusters,csv_column,Release field `singleton_clusters` from `core_topology/at_endpoint_index_summary.csv`.,integer,integer,not_applicable,False,0,0.0,[],"[""2792"", ""2642"", ""2125""]","[""1178"", ""2125"", ""2642"", ""2792"", ""406"", ""543""]",none,,core_candidate_topology,Derived from public E-REDES source records by the frozen PT60 fail-closed reconstruction pipeline.,public
v1.0.0,core_topology/at_endpoint_index_summary.csv,core_topology,csv,clusters_with_2_endpoints,csv_column,Release field `clusters_with_2_endpoints` from `core_topology/at_endpoint_index_summary.csv`.,integer,integer,not_applicable,False,0,0.0,[],"[""3670"", ""3482"", ""2593""]","[""1882"", ""2153"", ""2583"", ""2593"", ""3482"", ""3670""]",none,,core_candidate_topology,Derived from public E-REDES source records by the frozen PT60 fail-closed reconstruction pipeline.,public
v1.0.0,core_topology/at_endpoint_index_summary.csv,core_topology,csv,clusters_with_more_than_2_endpoints,csv_column,Release field `clusters_with_more_than_2_endpoints` from `core_topology/at_endpoint_index_summary.csv`.,integer,integer,not_applicable,False,0,0.0,[],"[""169"", ""293"", ""819""]","[""1016"", ""1176"", ""1189"", ""169"", ""293"", ""819""]",none,,core_candidate_topology,Derived from public E-REDES source records by the frozen PT60 fail-closed reconstruction pipeline.,public
v1.0.0,core_topology/at_endpoint_index_summary.csv,core_topology,csv,endpoint_clustering_rate_pct,csv_column,"Unitless score, ratio, coverage, percentage, or audit metric `endpoint_clustering_rate_pct`; interpret according to the file-level method documentation.",number,ratio_or_score,unitless,False,0,0.0,[],"[""73.8283"", ""75.2343"", ""80.0806""]","[""73.8283"", ""75.2343"", ""80.0806"", ""88.9576"", ""94.91"", ""96.1942""]",none,,core_candidate_topology,Derived from public E-REDES source records by the frozen PT60 fail-closed reconstruction pipeline.,public
